เลขทะเบียนโรงงานเดิม,เลขทะเบียนโรงงานใหม่,รหัสประเภท,ประเภทหรือชนิดของโรงงาน,จำพวก,ปีที่อนุญาต,ชื่อโรงงาน,ผู้ประกอบการ,ประกอบกิจการ,เลขที่,หมู่,ซอย,ถนน,ตำบล,อำเภอ,จังหวัด,รหัสไปรษณีย์,คนงานรวม,แรงม้า,เงินทุนรวม (ล้านบาท)
3-106-18/51ชบ,1.02E+13,10600,การนำผลิตภัณฑ์อุตสาหกรรมที่ไม่ใช้แล้วหรือของเสียจากโรงงานมาผลิตเป็นวัตถุดิบ,3,51,บริษัท อ.สหรุ่งโรจน์ จำกัด,บริษัท อ.สหรุ่งโรจน์ จำกัด,นำน้ำมันหล่อลื่น และตัวทำละลายที่ใช้แล้วมาผลิตเป็นเชื้อเพลิงทดแทนและบดย่อยเศษตะกรันอลูมิเนียม,20,7,,,นาป่า,เมืองชลบุรี,ชลบุรี,20000,8,100,4.2
3-106-4/49ชบ,1.02002E+13,10600,การนำผลิตภัณฑ์อุตสาหกรรมที่ไม่ใช้แล้วหรือของเสียจากโรงงานมาผลิตเป็นวัตถุดิบ,3,49,บริษัท ดิทโต้ (ประเทศไทย) จำกัด (มหาชน),บริษัท ดิทโต้ (ประเทศไทย) จำกัด (มหาชน),ซ่อมแซม ปรับปรุง เครื่องใช้ไฟฟ้าและอุปกรณ์อิเลิคทรอนิคส์ที่ใช้แล้ว เช่น เครื่องถ่ายเอกสาร เครื่องพิมพ์ โทรศัพท์เคลื่อนที่ เครื่องมือสื่อสารทุกชนิด อุปกรณ์โทรคมนาคมทุกชนิด,222,2,,,คลองตำหรุ,เมืองชลบุรี,ชลบุรี,20000,40,162,125
3-106-36/49ชบ,1.02E+13,10600,การนำผลิตภัณฑ์อุตสาหกรรมที่ไม่ใช้แล้วหรือของเสียจากโรงงานมาผลิตเป็นวัตถุดิบ,3,49,บริษัท ธับทอง เอ็นจิเนียริ่ง แอนด์ รีไซเคิล จำกัด,บริษัท ธับทอง เอ็นจิเนียริ่ง แอนด์ รีไซเคิล จำกัด,นำน้ำมันหล่อลื่นใช้แล้ว มาผ่านกระบวนการผลิตทางอุตสาหกรรม เพื่อทำเชื้อเพลิงทดแทน ซ่อมแซมและล้างถัง คัดแยกสิ่งปฏิกูลหรือวสดุที่ไม่เป็นของเสียอันตราย อัดเศษโลหะ และบดย่อยพลาสติก,45/5-6,4,,,ห้วยกะปิ,เมืองชลบุรี,ชลบุรี,20000,16,237,19
3-101-2/67ชบ,1.02002E+13,10100,โรงงานปรับคุณภาพของเสียรวม (Central Waste Treatment Plant),3,67,บริษัท ไทยออยล์ จำกัด (มหาชน),บริษัท ไทยออยล์ จำกัด (มหาชน),"ปรับคุณภาพน้ำเสียรวม ได้วันละ 39,600 ลบ.ม.",42/1,1,,สุขุมวิท,ทุ่งสุขลา,ศรีราชา,ชลบุรี,20230,8,15129.72,2560
3-101-1/41ชบ,1.02013E+13,10100,โรงงานปรับคุณภาพของเสียรวม (Central Waste Treatment Plant),3,41,บริษัท ไทยออยล์ จำกัด,บริษัท ไทยออยล์ จำกัด,ปรับคุณภาพน้ำเสียรวม,42/1,,อ่าวอุดม,สุขุมวิท,ทุ่งสุขลา,ศรีราชา,ชลบุรี,20230,32,1460.02,110
3-101-1/35ชบ,1.02011E+13,10100,โรงงานปรับคุณภาพของเสียรวม (Central Waste Treatment Plant),3,35,บริษัท สหพัฒนาอินเตอร์โฮลดิ้ง จำกัด (มหาชน),บริษัท สหพัฒนาอินเตอร์โฮลดิ้ง จำกัด (มหาชน),บำบัดน้ำเสีย,282,11,,,หนองขาม,ศรีราชา,ชลบุรี,20230,8,388.95,30.29
3-101-1/60ชบ,1.02002E+13,10100,โรงงานปรับคุณภาพของเสียรวม (Central Waste Treatment Plant),3,60,บริษัท โรจนะ อินดัสเตรียล แมเนจเม้นท์ จำกัด,บริษัท โรจนะ อินดัสเตรียล แมเนจเม้นท์ จำกัด,บำบัดน้ำเสียรวม,"โฉนดที่ดินเลขที่ 216798, 216799, 216800",4,,,บ่อวิน,ศรีราชา,ชลบุรี,20230,12,291.77,62.2
3-105-7/56ชบ,1.02E+13,10500,โรงงานคัดแยกหรือฝังกลบสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้ว,3,56,บริษัท แท็ก เฮฟวี่ เมทัล จำกัด,บริษัท แท็ก เฮฟวี่ เมทัล จำกัด,คัดแยกสิ่งปฏิกูลหรือวัสดุไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย ได้แก่ พลาสติก กระดาษ ไม้ อลูมิเนียม ทองเหลือ ทองแดง สแตนเลส และโลหะอื่น ๆ,529/8,2,,,เขาคันทรง,ศรีราชา,ชลบุรี,20110,9,307,23.5
3-105-35/59ชบ,1.02E+13,10500,โรงงานคัดแยกหรือฝังกลบสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้ว,3,59,บริษัท สินสวัสดิ์ เมทัล จำกัด,บริษัท สินสวัสดิ์ เมทัล จำกัด,คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,349/4,3,,,หนองขาม,ศรีราชา,ชลบุรี,20230,18,327,29
3-105-66/60ชบ,1.02E+13,10500,โรงงานคัดแยกหรือฝังกลบสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้ว,3,60,บริษัท บูรพารวมเศษ จำกัด,บริษัท บูรพารวมเศษ จำกัด,คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,216/66,5,,บึง-บ่อวิน,บ่อวิน,ศรีราชา,ชลบุรี,20230,16,210,3.515
3-105-13/46ชบ,1.02E+13,10500,โรงงานคัดแยกหรือฝังกลบสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้ว,3,46,บริษัท สหพัฒน์รีไซเคิล จำกัด,บริษัท สหพัฒน์รีไซเคิล จำกัด,คัดแยกวัสดุที่ไม่ใช้แล้ว เฉพาะที่กำหนดไว้ในหมวด 1 ข้อ 1 ของภาคผนวกที่ 1 บัญชีสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้ว ท้ายประกาศกระทรวงอุตสาหกรรม ฉบับที่ 1 (พ.ศ.2541),130/4,3,เขาน้ำซับ,สุขุมวิท,สุรศักดิ์,ศรีราชา,ชลบุรี,20110,20,110,0
จ3-105-114/52ชบ,2.02E+13,10500,โรงงานคัดแยกหรือฝังกลบสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้ว,3,52,ห้างหุ้นส่วนจำกัด บุญอุดม รีไซเคิ้ล,ห้างหุ้นส่วนจำกัด บุญอุดม รีไซเคิ้ล,คัดแยกสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,67,10,,,บึง,ศรีราชา,ชลบุรี,20230,21,99,2.59
3-105-11/48ชบ,1.02001E+13,10500,โรงงานคัดแยกหรือฝังกลบสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้ว,3,48,บริษัท เขาขยายค้าของเก่า จำกัด,บริษัท เขาขยายค้าของเก่า จำกัด,คัดแยกวัสดุที่ไม่ใช้แล้วเฉพาะที่กำหนดไว้ในหมวด 1 ข้อ 1 ของภาคผนวกที่ 1 บัญชีสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้วท้ายประกาศกระทรวงอุตสาหกรรม ฉบับที่ 1 (พ.ศ.2541) และตัดเหล็ก,273/116,5,,บึง-ปากร่วม,บ่อวิน,ศรีราชา,ชลบุรี,20230,11,84,1.2
3-105-72/48ชบ,1.02E+13,10500,โรงงานคัดแยกหรือฝังกลบสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้ว,3,48,ห้างหุ้นส่วนจำกัด เอส.ที.พี. รีไซเคิล,ห้างหุ้นส่วนจำกัด เอส.ที.พี. รีไซเคิล,คัดแยกวัสดุที่ไม่ใช้แล้วเฉพาะที่กำหนดในหมวด 1 ข้อ 1 ของภาคผนวกที่ 1 บัญชีสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้ว ท้ายประกาศกระทรวงอุตสาหกรรม ฉบับที่ 1 (พ.ศ.2541),33/1,10,,,บึง,ศรีราชา,ชลบุรี,20230,20,70,6.2
3-105-28/67ชบ,1.02001E+13,10500,โรงงานคัดแยกหรือฝังกลบสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้ว,3,67,บริษัท มหานคร เปเปอร์ แอนด์ เมททอล จำกัด,บริษัท มหานคร เปเปอร์ แอนด์ เมททอล จำกัด,คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,9/117,7,,,บ่อวิน,ศรีราชา,ชลบุรี,20230,27,968,43.5
3-105-99/65ชบ,1.02002E+13,10500,โรงงานคัดแยกหรือฝังกลบสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้ว,3,65,บริษัท วงศ์ศิริวัล ค้าของเก่า จำกัด,บริษัท วงศ์ศิริวัล ค้าของเก่า จำกัด,คัดแยกสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,512/16,9,,,หนองขาม,ศรีราชา,ชลบุรี,20230,25,290,13
3-105-60/64ชบ,1.02003E+13,10500,โรงงานคัดแยกหรือฝังกลบสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้ว,3,64,ห้างหุ้นส่วนจำกัด ทรัพยา เซอร์วิส,ห้างหุ้นส่วนจำกัด ทรัพยา เซอร์วิส,คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,115,3,,,บึง,ศรีราชา,ชลบุรี,20230,5,74,9
3-105-23/68ชบ,1.02E+13,10500,โรงงานคัดแยกหรือฝังกลบสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้ว,3,68,บริษัท พี เจ โกรว์ จำกัด,บริษัท พี เจ โกรว์ จำกัด,คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,488/29,2,,,เขาคันทรง,ศรีราชา,ชลบุรี,20110,7,199,20.6
3-105-48/60ชบ,1.02001E+13,10500,โรงงานคัดแยกหรือฝังกลบสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้ว,3,60,บริษัท เอ.อี.ซี.พลาสติก 89 จำกัด,บริษัท เอ.อี.ซี.พลาสติก 89 จำกัด,คัดแยกเศษวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,89/11,1,,,สุรศักดิ์,ศรีราชา,ชลบุรี,20110,10,180,42
3-105-9/56ชบ,1.02E+13,10500,โรงงานคัดแยกหรือฝังกลบสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้ว,3,56,บริษัท บิลเลี่ยน เอ็นเตอร์ไพรส์ จำกัด,บริษัท บิลเลี่ยน เอ็นเตอร์ไพรส์ จำกัด,คัดแยกสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,99/112,10,,,หนองขาม,ศรีราชา,ชลบุรี,20230,45,71,30
3-105-57/47ชบ,1.02E+13,10500,โรงงานคัดแยกหรือฝังกลบสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้ว,3,47,บริษัท เนทโก้ เทคโนโลยี จำกัด,บริษัท เนทโก้ เทคโนโลยี จำกัด,คัดแยกสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้ว,27/43,8,,,บึง,ศรีราชา,ชลบุรี,20230,20,126.5,2.5
3-105-85/53ชบ,1.02E+13,10500,โรงงานคัดแยกหรือฝังกลบสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้ว,3,53,บริษัท ทรัพย์ทองไทย สแครป ยาร์ด จำกัด,บริษัท ทรัพย์ทองไทย สแครป ยาร์ด จำกัด,ดัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,838/1,8,,,เขาคันทรง,ศรีราชา,ชลบุรี,20110,8,50,15.285385
3-105-43/47ชบ,1.02E+13,10500,โรงงานคัดแยกหรือฝังกลบสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้ว,3,47,,นายขจร ชูชมกลิ่น,คัดแยกวัสดุที่ไม่ใช้แล้วเฉพาะที่กำหนดไว้ในหมวด 1 ข้อ 1 บัญชีสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้วท้ายประกาศกระทรวงอุตสาหกรรม ฉบับที่ 1 (พ.ศ.2541) อัดเศษโลหะและกระดาษ และบดย่อยพลาสติก,89/7,1,,,สุรศักดิ์,ศรีราชา,ชลบุรี,20110,6,90,2.7
จ3-105-107/52ชบ,2.02E+13,10500,โรงงานคัดแยกหรือฝังกลบสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้ว,3,52,บริษัท วธูสิริ รีไซเคิล จำกัด,บริษัท วธูสิริ รีไซเคิล จำกัด,คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย บดย่อยและทำเม็ดพลาสติก,โฉนดที่ดินเลขที่ 44813,12,,เก้ากิโล,ทุ่งสุขลา,ศรีราชา,ชลบุรี,20230,8,170,5.5
3-105-27/66ชบ,1.02E+13,10500,โรงงานคัดแยกหรือฝังกลบสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้ว,3,66,บริษัท เจซี มารีน รีไซเคิล จำกัด,บริษัท เจซี มารีน รีไซเคิล จำกัด,คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,โฉนดที่ดินเลขที่ 22922,1,,,ทุ่งสุขลา,ศรีราชา,ชลบุรี,20230,7,371,5
3-105-81/64ชบ,1.02004E+13,10500,โรงงานคัดแยกหรือฝังกลบสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้ว,3,64,บริษัท รุ่งนภา เมทัล สตีล จำกัด,บริษัท รุ่งนภา เมทัล สตีล จำกัด,คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,โฉนดที่ดินเลขที่ 70516,8,,,บ่อวิน,ศรีราชา,ชลบุรี,20230,11,284.2,14
3-105-6/65ชบ,1.02E+13,10500,โรงงานคัดแยกหรือฝังกลบสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้ว,3,65,บริษัท บรรจง รีไซเคิล แอนด์ เอ็นจิเนียริ่ง 19 จำกัด,บริษัท บรรจง รีไซเคิล แอนด์ เอ็นจิเนียริ่ง 19 จำกัด,คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,โฉนดที่ดินเลขที่ 70887,5,,,เขาคันทรง,ศรีราชา,ชลบุรี,20110,45,245,7
3-105-68/67ชบ,1.02002E+13,10500,โรงงานคัดแยกหรือฝังกลบสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้ว,3,67,บริษัท บีซี อิมพอร์ต แอนด์ เอ็กซ์พอร์ต เทรดดิ้ง จำกัด,บริษัท บีซี อิมพอร์ต แอนด์ เอ็กซ์พอร์ต เทรดดิ้ง จำกัด,คัดแยกสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,276/56,3,,,บ่อวิน,ศรีราชา,ชลบุรี,20230,13,210,20
3-105-29/56ชบ,1.02E+13,10500,โรงงานคัดแยกหรือฝังกลบสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้ว,3,56,บริษัท มัลติรีไซเคิล จำกัด,บริษัท มัลติรีไซเคิล จำกัด,คัดแยกสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,85/57,2,,ปากร่วม-บึง,บ่อวิน,ศรีราชา,ชลบุรี,20230,28,293,20.584
3-105-23/47ชบ,1.02001E+13,10500,โรงงานคัดแยกหรือฝังกลบสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้ว,3,47,ห้างหุ้นส่วนจำกัด ชาลี รีไซเคิล,ห้างหุ้นส่วนจำกัด ชาลี รีไซเคิล,คัดแยกวัสดุที่ไม่ใช้แล้ว เฉพาะที่กำหนดไว้ในหมวด 1 ข้อ 1 ของภาคผนวกที่ 1 บัญชีสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้วท้ายประกาศกระทรวงอุตสาหกรรม ฉบับที่ 1 (พ.ศ. 2541) โม่ บด เศษพลาสติก อัดเศษกระดาษ และตัดโลหะ,25/9,7,,,บึง,ศรีราชา,ชลบุรี,20230,9,113,1.75
3-105-74/54ชบ,1.02001E+13,10500,โรงงานคัดแยกหรือฝังกลบสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้ว,3,54,บริษัท บึงทอง ค้าของเก่า จำกัด,บริษัท บึงทอง ค้าของเก่า จำกัด,คัดแยกสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,114/9,3,,,บึง,ศรีราชา,ชลบุรี,20230,10,89,1.8
3-105-11/56ชบ,1.02E+13,10500,โรงงานคัดแยกหรือฝังกลบสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้ว,3,56,บริษัท วาย เค บี (ประเทศไทย) จำกัด,บริษัท วาย เค บี (ประเทศไทย) จำกัด,คัดแยกสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย ได้แก่ พลาสติก กระดาษ ไม้ และโลหะ,289/1,12,,,ทุ่งสุขลา,ศรีราชา,ชลบุรี,20230,12,50,1.6
3-105-32/56ชบ,1.02E+13,10500,โรงงานคัดแยกหรือฝังกลบสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้ว,3,56,บริษัท ฟ้าจิน หัวช่วง เซอร์วิส จำกัด,บริษัท ฟ้าจิน หัวช่วง เซอร์วิส จำกัด,คัดแยกสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,77/2,5,,,บ่อวิน,ศรีราชา,ชลบุรี,20230,9,118,9.05
3-105-40/56ชบ,1.02E+13,10500,โรงงานคัดแยกหรือฝังกลบสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้ว,3,56,บริษัท ฮีดากา ซูซูโทกุ (ประเทศไทย) จำกัด,บริษัท ฮีดากา ซูซูโทกุ (ประเทศไทย) จำกัด,คัดแยกสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,325/15,3,,,หนองขาม,ศรีราชา,ชลบุรี,20230,9,420,40
จ3-105-107/50ชบ,2.02E+13,10500,โรงงานคัดแยกหรือฝังกลบสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้ว,3,50,บริษัท อังประภาสตีล จำกัด,บริษัท อังประภาสตีล จำกัด,คัดแยกสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,719,1,,สาย 36,หนองขาม,ศรีราชา,ชลบุรี,20230,52,2155,272.185623
จ3-105-227/50ชบ,2.02E+13,10500,โรงงานคัดแยกหรือฝังกลบสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้ว,3,50,บริษัท คราฟท์ แอนด์ เปเปอร์มิลล์ จำกัด,บริษัท คราฟท์ แอนด์ เปเปอร์มิลล์ จำกัด,คัดแยกสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้วที่ไม่เป็นอันตราย อัดกระดาษ และอัดโลหะ,276/58,3,,,บ่อวิน,ศรีราชา,ชลบุรี,20230,12,130,35
3-105-2/46ชบ,1.02001E+13,10500,โรงงานคัดแยกหรือฝังกลบสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้ว,3,46,บริษัท ถนัดศรีทวีคูณรุ่งเรือง (14) จำกัด,บริษัท ถนัดศรีทวีคูณรุ่งเรือง (14) จำกัด,คัดแยกวัสดุที่ไม่ใช้แล้ว เฉพาะที่กำหนดไว้ในหมวด 1 ข้อ 1 ของภาคผนวกที่ 1 บัญชีสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้วท้ายประกาศกระทรวงอุตสาหกรรม ฉบับที่ 1 (พ.ศ. 2541) ปั๊มตัดและอัดโลหะ,41/8,8,,,บึง,ศรีราชา,ชลบุรี,20230,23,285,11
3-105-41/66ชบ,1.02001E+13,10500,โรงงานคัดแยกหรือฝังกลบสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้ว,3,66,บริษัท เอพี กิจเจริญ จำกัด,บริษัท เอพี กิจเจริญ จำกัด,คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,72/12,4,,,สุรศักดิ์,ศรีราชา,ชลบุรี,20110,8,78,8
3-105-35/66ชบ,1.02001E+13,10500,โรงงานคัดแยกหรือฝังกลบสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้ว,3,66,บริษัท เอส ดี เมทัล แอนด์ ซัพพลาย จำกัด,บริษัท เอส ดี เมทัล แอนด์ ซัพพลาย จำกัด,คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,"โฉนดที่ดินเลขที่ 60910, 63917, 63918",3,,,หนองขาม,ศรีราชา,ชลบุรี,20230,18,377,11.5
3-105-50/63ชบ,1.02001E+13,10500,โรงงานคัดแยกหรือฝังกลบสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้ว,3,63,ไฟซอล ธุรกิจ,ไฟซอล ธุรกิจ,คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,129/66,3,,,บึง,ศรีราชา,ชลบุรี,20230,50,98.7,4
3-105-42/64ชบ,1.02003E+13,10500,โรงงานคัดแยกหรือฝังกลบสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้ว,3,64,บริษัท ฟอริสท์ รีนิวเอเปิ้ล รีซอร์สเซส (ไทยแลนด์) จำกัด,บริษัท ฟอริสท์ รีนิวเอเปิ้ล รีซอร์สเซส (ไทยแลนด์) จำกัด,คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,22/5,10,,,หนองขาม,ศรีราชา,ชลบุรี,20230,90,19357.32,188
3-105-101/60ชบ,1.02E+13,10500,โรงงานคัดแยกหรือฝังกลบสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้ว,3,60,บริษัท พี.อาร์.ที.(เอเชีย) จำกัด,บริษัท พี.อาร์.ที.(เอเชีย) จำกัด,คัดแยกสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,144/2,1,,,สุรศักดิ์,ศรีราชา,ชลบุรี,20110,52,88,30
3-105-99/63ชบ,1.02003E+13,10500,โรงงานคัดแยกหรือฝังกลบสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้ว,3,63,บริษัท เปเปอร์ เครท แอนด์ เมทอล (2021) จำกัด,บริษัท เปเปอร์ เครท แอนด์ เมทอล (2021) จำกัด,คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,450/3,8,,,บางพระ,ศรีราชา,ชลบุรี,20110,14,280,12
จ3-105-22/50ชบ,2.02001E+13,10500,โรงงานคัดแยกหรือฝังกลบสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้ว,3,50,บริษัท อีสเทอร์น รีไซเคิล แอนด์ เอ็นไวรอนเม้นท์ จำกัด,บริษัท อีสเทอร์น รีไซเคิล แอนด์ เอ็นไวรอนเม้นท์ จำกัด,"คัดแยกสิ่งปฏิกูลที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย , อัดเศษโลหะ , บด ย่อย หลอมพลาสติก อัดเศษกระดาษ และทำลังไม้พาเลท",223,4,,,บ่อวิน,ศรีราชา,ชลบุรี,20230,10,296,12.5
3-105-134/47ชบ,1.02E+13,10500,โรงงานคัดแยกหรือฝังกลบสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้ว,3,47,บริษัท ส.เกียรติเจริญ ค้าของเก่า จำกัด,บริษัท ส.เกียรติเจริญ ค้าของเก่า จำกัด,คัดแยกวัสดุที่ไม่ใช้แล้วเฉพาะที่กำหนดในหมวด 1 ข้อ 1 ของภาคผนวกที่ 1 บัญชีสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้ว ท้ายประกาศกระทรวงอุตสาหกรรม ฉบับที่ 1 (พ.ศ.2541),221/23,4,,,บ่อวิน,ศรีราชา,ชลบุรี,20230,20,78,8.2
จ3-105-102/50ชบ,2.02E+13,10500,โรงงานคัดแยกหรือฝังกลบสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้ว,3,50,บริษัท เมืองรวยเจริญ จำกัด,บริษัท เมืองรวยเจริญ จำกัด,คัดแยกสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,198/2,2,,,บึง,ศรีราชา,ชลบุรี,20230,11,260,7.5
จ3-105-59/51ชบ,2.02E+13,10500,โรงงานคัดแยกหรือฝังกลบสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้ว,3,51,บริษัท กำไรทองรุ่งเรือง จำกัด,บริษัท กำไรทองรุ่งเรือง จำกัด,คัดแยกสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,74/5,4,,,บึง,ศรีราชา,ชลบุรี,20230,5,60,3.3
3-105-18/68ชบ,1.02E+13,10500,โรงงานคัดแยกหรือฝังกลบสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้ว,3,68,บริษัท 9ดี รีไซเคิล จำกัด,บริษัท 9ดี รีไซเคิล จำกัด,คัดแยกสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,96/61,8,,,เขาคันทรง,ศรีราชา,ชลบุรี,20110,15,250,25
3-105-56/66ชบ,1.02001E+13,10500,โรงงานคัดแยกหรือฝังกลบสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้ว,3,66,บริษัท ยิ้มชัยโย ทรานสปอร์ต จำกัด,บริษัท ยิ้มชัยโย ทรานสปอร์ต จำกัด,คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,49/4,4,,,สุรศักดิ์,ศรีราชา,ชลบุรี,20110,17,180.3,9.45
3-105-89/64ชบ,1.02004E+13,10500,โรงงานคัดแยกหรือฝังกลบสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้ว,3,64,บริษัท กัปตัน คอนสตรัคชั่น แอนด์ รีไซเคิล จำกัด,บริษัท กัปตัน คอนสตรัคชั่น แอนด์ รีไซเคิล จำกัด,คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,216/169,6,,,บึง,ศรีราชา,ชลบุรี,20230,4,260,10
3-105-77/65ชบ,1.02002E+13,10500,โรงงานคัดแยกหรือฝังกลบสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้ว,3,65,บริษัท พีเอสพี เวสท์ โซลูชั่น จำกัด,บริษัท พีเอสพี เวสท์ โซลูชั่น จำกัด,คัดแยกสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,โฉนดที่ดินเลขที่ 75689 192705,1,,,บึง,ศรีราชา,ชลบุรี,20230,17,220,10
